iter	Logloss
172	0.3523405961
173	0.351675912
174	0.351428443
175	0.3512427927
176	0.3511741293
177	0.3509796036
178	0.3505810331
179	0.3505250104
180	0.3501628286
181	0.3496576397
182	0.3495605369
183	0.3495078911
184	0.3490236498
185	0.3489981235
186	0.3489405915
187	0.3489090121
188	0.348777207
189	0.3486190019
190	0.348576794
191	0.3483922756
192	0.3483553974
193	0.3483067947
194	0.3482417226
195	0.3482020345
196	0.3481508573
197	0.3481416784
198	0.3479668044
199	0.3479220299
200	0.347852507
201	0.3469277142
202	0.346670902
203	0.3465232367
204	0.3464847769
205	0.3464230696
206	0.3463685247
207	0.3462526785
208	0.346232591
209	0.3461236393
210	0.3460352743
211	0.3450953466
212	0.3445393608
213	0.3443202763
214	0.3441311222
215	0.3438839641
216	0.3438449873
217	0.3437201475
218	0.3436979941
219	0.3436541907
220	0.3436008747
221	0.3435660909
222	0.3435361176
223	0.3434837424
224	0.3432493483
225	0.3432143596
226	0.3430558678
227	0.3430144067
228	0.3429879241
229	0.3429332528
230	0.3428650611
231	0.3428376091
232	0.3425501102
233	0.3425062529
234	0.3424855453
235	0.3424379982
236	0.341759048
237	0.3417143714
238	0.3416631184
239	0.3416255784
240	0.3416034807
241	0.3412635399
242	0.3405899023
243	0.3402298358
244	0.3400403856
245	0.3398658429
246	0.3396988676
247	0.3395623252
248	0.3395356716
249	0.3393937133
250	0.3393692889
251	0.339337046
252	0.3392059556
253	0.3391179265
254	0.3390704277
255	0.3389986618
256	0.3389586513
257	0.3388866527
258	0.3388611694
259	0.3388339572
260	0.3387989249
261	0.3387552108
262	0.338605061
263	0.3385856278
264	0.3385384855
265	0.3384995182
266	0.3384808986
267	0.3384496221
268	0.3384167359
269	0.3383977885
270	0.3383271272
271	0.3383018064
272	0.3382681596
273	0.3382317313
274	0.3381891841
275	0.3381703067
276	0.3381376963
277	0.3381125717
278	0.3380952494
279	0.3380763794
280	0.3377146839
281	0.3376820625
282	0.3375320675
283	0.3374078677
284	0.3373351391
285	0.3372954662
286	0.3372571426
287	0.337234922
288	0.3372090919
289	0.3371980065
290	0.3367025549
291	0.3366636712
292	0.3366554483
293	0.3366344968
294	0.3366038635
295	0.3365847019
296	0.3364754422
297	0.336072637
298	0.3360446549
299	0.3359886014
300	0.3359293458
301	0.3359085017
302	0.335818394
303	0.3357867693
304	0.3357462443
305	0.3357034853
306	0.3356739826
307	0.3356231268
308	0.3355894346
309	0.3355312489
310	0.3354923831
311	0.3354756233
312	0.3354518412
313	0.3354377646
314	0.3354078315
315	0.3353660926
316	0.335172949
317	0.3351391481
318	0.3351175071
319	0.3350929306
320	0.3350749924
321	0.335062351
322	0.3350433895
323	0.3350336891
324	0.3350190976
325	0.3350017166
326	0.334761572
327	0.3347502725
328	0.3347434258
329	0.3347109901
330	0.3346780801
331	0.3345407714
332	0.3345052975
333	0.3344727986
334	0.3344364368
335	0.3344227286
336	0.3343636274
337	0.3343372635
338	0.3342969747
339	0.3342762731
340	0.3342606641
341	0.3342286799
342	0.3342099231
343	0.3341797108
344	0.3340620981
345	0.3340369852
346	0.3340170327
347	0.3340014836
348	0.333973842
349	0.3339289876
350	0.3338963426
351	0.3338584404
352	0.3338234556
353	0.333791045
354	0.3337693465
355	0.3332379349
356	0.3332113582
357	0.3331710508
358	0.3331442485
359	0.3330146041
360	0.3329056425
361	0.3328550422
362	0.3328362466
363	0.3327962291
364	0.3325644632
365	0.3325428666
366	0.3325188104
367	0.3321127998
368	0.3320904668
369	0.3320743907
370	0.3317703435
371	0.3317520363
372	0.3317237358
373	0.3316911377
374	0.3316594293
375	0.331618972
376	0.3314386102
377	0.3314132435
378	0.3313890655
379	0.331362351
380	0.3312579532
381	0.3312402194
382	0.3312199265
383	0.3311841706
384	0.3311548947
385	0.3311455797
386	0.3311273769
387	0.3311077088
388	0.3310740878
389	0.3310512584
390	0.3310055394
391	0.3309753447
392	0.3309474453
393	0.3309306611
394	0.3309137531
395	0.3308868619
396	0.3308704781
397	0.3308533047
398	0.3308235974
399	0.3307886988
400	0.3307595343
401	0.3307385819
402	0.3307149084
403	0.3306983091
404	0.3306851833
405	0.3306630136
406	0.3306317211
407	0.3306233526
408	0.3306001325
409	0.3305791122
410	0.3305603976
411	0.3305505341
412	0.3305170047
413	0.33032125
414	0.3302974611
415	0.3302724304
416	0.3302508374
417	0.3302205357
418	0.3302035904
419	0.3301837101
420	0.3301482941
421	0.330128348
422	0.3300920849
423	0.3300768395
424	0.3300622277
425	0.3300371265
426	0.3300210153
427	0.330004956
428	0.329982245
429	0.329972146
430	0.329953506
431	0.3299196548
432	0.3299056054
433	0.3298019229
434	0.3295847234
435	0.3295651645
436	0.3295314126
437	0.3295186898
438	0.3294947776
439	0.3294814708
440	0.3294553888
441	0.3294516266
442	0.3294183116
443	0.3293584165
444	0.3293422096
445	0.3293302467
446	0.3293141292
447	0.3292920839
448	0.3292763296
449	0.3292561499
450	0.329159174
451	0.3291269444
452	0.3290971769
453	0.3290787477
454	0.3290590246
455	0.3290445801
456	0.3290239749
457	0.3289972995
458	0.3289441968
459	0.3289042277
460	0.3288887885
461	0.3288678649
462	0.3288418171
463	0.3288164414
464	0.3288076384
465	0.3287796534
466	0.3287592505
467	0.3287380585
468	0.3283729635
469	0.3281220913
470	0.327978494
471	0.3279623388
472	0.3278432281
473	0.327815187
474	0.3278060301
475	0.3277881254
476	0.3276980687
477	0.3276819327
478	0.3276064961
479	0.3273024798
480	0.3272699768
481	0.3271987351
482	0.327173749
483	0.3270670532
484	0.32704874
485	0.3270314628
486	0.3269787816
487	0.3269445988
488	0.3269238086
489	0.3268898893
490	0.3268622475
491	0.3268333117
492	0.3267652344
493	0.3267478775
494	0.3267197329
495	0.3266803842
496	0.326656893
497	0.3266389672
498	0.326620324
499	0.3266033074
500	0.3265884678
501	0.326566121
502	0.3265367792
503	0.3265104116
504	0.3264867677
505	0.3264686079
506	0.3263503329
507	0.3262852269
508	0.3262738878
509	0.3261543083
510	0.3261317857
511	0.3261247262
512	0.3260973043
513	0.3260771768
514	0.3260675901
515	0.3260555106
516	0.3260317851
517	0.3260195736
518	0.3260070394
519	0.3259892111
520	0.3259815841
521	0.32596838
522	0.3259404997
523	0.3259252993
524	0.3259108084
525	0.3259052874
526	0.3258895387
527	0.3258756672
528	0.3258632198
529	0.3258465544
530	0.3258251669
531	0.325810618
532	0.3258013866
533	0.3257801353
534	0.325755004
535	0.3257303682
536	0.3257081545
537	0.3256861801
538	0.3256782583
539	0.3256643772
540	0.3256427462
541	0.3256107101
542	0.325601019
543	0.3255865762
544	0.3255762147
545	0.3255564942
546	0.3255292507
547	0.3254877382
548	0.3254445071
549	0.3254046806
550	0.3253969162
551	0.3253814811
552	0.3253714101
553	0.3253604205
554	0.3253578302
555	0.3253331566
556	0.3253243994
557	0.3252939172
558	0.3252837162
559	0.3252661984
560	0.3252495031
561	0.3252258333
562	0.3251979835
563	0.3251743073
564	0.3251487587
565	0.325120245
566	0.3251075167
567	0.3250883998
568	0.325067407
569	0.3250589595
570	0.3250314181
571	0.3250168809
572	0.3249937775
573	0.3249811875
574	0.3249571409
575	0.3249408533
576	0.3249142113
577	0.3248875182
578	0.32486954
579	0.3248509663
580	0.324837214
581	0.3248186258
582	0.3247822228
583	0.3247597293
584	0.3247437229
585	0.3247245138
586	0.3247129132
587	0.3246985435
588	0.3246831857
589	0.3246655416
590	0.3246282731
591	0.3246147837
592	0.3245866964
593	0.3245776071
594	0.3245547681
595	0.3245422553
596	0.3245336541
597	0.3245199367
598	0.3245005441
599	0.3244892015
600	0.3244748468
601	0.3244509295
602	0.3244161108
603	0.3243989656
604	0.3243789516
605	0.3243391072
606	0.3243268197
607	0.3243081323
608	0.3243028717
609	0.3242841594
610	0.3242242262
611	0.3242129452
612	0.3241932032
613	0.3241850242
614	0.3241755516
615	0.3241638797
616	0.3241488608
617	0.3241296192
618	0.3241191446
619	0.3241106056
620	0.3240899843
621	0.3240795661
622	0.3240656709
623	0.3240569068
624	0.3240342578
625	0.3240272751
626	0.3240190685
627	0.3240028713
628	0.323993909
629	0.3239754619
630	0.3239368848
631	0.3239231695
632	0.32388499
633	0.3238817617
634	0.3238611695
635	0.3238546996
636	0.3238442289
637	0.3238321411
638	0.3238261188
639	0.3238107665
640	0.3237855541
641	0.3237778212
642	0.323767934
643	0.3237592546
644	0.3237312635
645	0.3237010313
646	0.3236836556
647	0.323659538
648	0.3236421693
649	0.3236352927
650	0.3236090351
651	0.3235921677
652	0.323566874
653	0.3235409214
654	0.3235228964
655	0.3234997514
656	0.3234655476
657	0.3234490915
658	0.3234290268
659	0.3234060801
660	0.3233840539
661	0.3233569392
662	0.3233446283
663	0.3233293594
664	0.3233053178
665	0.3232717671
666	0.3232607953
667	0.3232448426
668	0.3232264039
669	0.3232112498
670	0.3231923126
671	0.3231840039
672	0.3231648513
673	0.323141955
674	0.323136402
675	0.3231139312
676	0.3230851999
677	0.323066225
678	0.3230401201
679	0.3230223671
680	0.3229993767
681	0.3229729586
682	0.3229556405
683	0.3229509079
684	0.3229428579
685	0.3229260071
686	0.3229208421
687	0.3229150772
688	0.3229031735
689	0.3228864225
690	0.3228826137
691	0.3228759663
692	0.322857959
693	0.3228429228
694	0.3228396119
695	0.322830359
696	0.3228062645
697	0.3227933524
698	0.3227710145
699	0.3227509949
700	0.3227446959
701	0.3227395877
702	0.3226878053
703	0.3226787941
704	0.3226565805
705	0.3226258403
706	0.3226185243
707	0.3226097795
708	0.3226010237
709	0.322588214
710	0.3225758851
711	0.3225654747
712	0.322557948
713	0.3225460524
714	0.3225353983
715	0.3225038654
716	0.3224927949
717	0.3224838004
718	0.3224651206
719	0.3224504727
720	0.3224418711
721	0.3224280931
722	0.3224196787
723	0.3224121156
724	0.3223978498
725	0.3223507863
726	0.3223286677
727	0.3223187893
728	0.3223002253
729	0.3222737107
730	0.3222598458
731	0.3222410428
732	0.3221347152
733	0.3220789053
734	0.3220581798
735	0.3219617615
736	0.3218667938
737	0.3218464231
738	0.3218284029
739	0.3218083345
740	0.3217968547
741	0.3217834751
742	0.3217668741
743	0.3217531173
744	0.321740671
745	0.3217278262
746	0.3217097274
747	0.3216947362
748	0.321679591
749	0.3216695634
750	0.3216504247
751	0.3216443097
752	0.3216355627
753	0.3216217632
754	0.3216100216
755	0.3215559059
756	0.3215386148
757	0.3215164525
758	0.321488066
759	0.3214835662
760	0.3214697618
761	0.3214565406
762	0.3214442574
763	0.3214344835
764	0.3214222731
765	0.3214173905
766	0.32139857
767	0.3213831403
768	0.3213568426
769	0.3213280174
770	0.3213140118
771	0.3213016244
772	0.3212923963
773	0.3212859925
774	0.3212552157
775	0.3212457138
776	0.3212244884
777	0.3212140602
778	0.3211772555
779	0.321157963
780	0.32114144
781	0.3211253128
782	0.3211151283
783	0.3210918432
784	0.3210836419
785	0.3210659684
786	0.3210562029
787	0.321040804
788	0.3210251681
789	0.3210118719
790	0.3209968965
791	0.3209766467
792	0.3209455953
793	0.3209367138
794	0.3209220078
795	0.3209072241
796	0.3209022138
797	0.3208877792
798	0.3208811132
799	0.3208627029
800	0.3208513433
801	0.3208324357
802	0.3208166016
803	0.3208021786
804	0.3207819753
805	0.3207451433
806	0.3207356182
807	0.3207074463
808	0.3206872579
809	0.3206761992
810	0.3206574904
811	0.320641501
812	0.3206307593
813	0.3206116048
814	0.3205858855
815	0.3205780632
816	0.3205753816
817	0.3205611719
818	0.3205477722
819	0.3205399108
820	0.3205185104
821	0.3205019699
822	0.3204870709
823	0.320482022
824	0.3204725829
825	0.3204465326
826	0.3204313647
827	0.3204165858
828	0.3203967839
829	0.3203556479
830	0.3203278554
831	0.3203088098
832	0.3202933322
833	0.3202648521
834	0.3202554951
835	0.3202471774
836	0.3202382867
837	0.3202245283
838	0.3202096861
839	0.320182731
840	0.3201651244
841	0.3201566545
842	0.3201453273
843	0.3201362043
844	0.3201236104
845	0.3200993891
846	0.3200806357
847	0.3200598896
848	0.3200460982
849	0.3200230374
850	0.3200092128
851	0.3199919574
852	0.3199649897
853	0.3199538676
854	0.3199500455
855	0.3199483586
856	0.3199383268
857	0.3199204346
858	0.319901882
859	0.3198804678
860	0.3198627663
861	0.3198435091
862	0.319821012
863	0.3198040318
864	0.3197881977
865	0.3197781988
866	0.3197681887
867	0.3197602381
868	0.3197404285
869	0.3197136387
870	0.3196818448
871	0.3196762997
872	0.3196604063
873	0.3196356009
874	0.3196201888
875	0.3196115991
876	0.319586507
877	0.3195685528
878	0.3195427643
879	0.3195287111
880	0.3195178339
881	0.3195099078
882	0.319498244
883	0.3194844083
884	0.3194797036
885	0.319466298
886	0.3194524107
887	0.3194374737
888	0.3194140815
889	0.3193980993
890	0.3193872278
891	0.3193735484
892	0.3192594393
893	0.3192429858
894	0.3192293121
895	0.3192159271
896	0.3191739797
897	0.3191679441
898	0.3191499309
899	0.3191408488
900	0.3191197272
901	0.319013458
902	0.3189876611
903	0.3189649484
904	0.3189530983
905	0.3188244317
906	0.3188081467
907	0.318799201
908	0.3187810852
909	0.3187630597
910	0.3187490717
911	0.3187400555
912	0.3187253616
913	0.3187086209
914	0.3186743837
915	0.3186550088
916	0.3186414892
917	0.3186293273
918	0.318620352
919	0.3186051943
920	0.3185935695
921	0.3185181827
922	0.3184998172
923	0.3184847645
924	0.318481738
925	0.3184652876
926	0.3184482373
927	0.3184362439
928	0.3184213052
929	0.3184044502
930	0.3183695527
931	0.3183481541
932	0.3183234577
933	0.318302602
934	0.3182442447
935	0.3182235357
936	0.3182150454
937	0.3182064868
938	0.3181942894
939	0.318170701
940	0.3181637376
941	0.3181420249
942	0.3181381144
943	0.318130427
944	0.3181235505
945	0.3181073901
946	0.3179656718
947	0.3179625528
948	0.3179546835
949	0.3179349308
950	0.317916809
951	0.3179074067
952	0.3178981323
953	0.3178833413
954	0.3178589741
955	0.3178354008
956	0.3178183965
957	0.3178119004
958	0.3177988766
959	0.3177786791
960	0.3177606062
961	0.3177420626
962	0.3177291349
963	0.3177082778
964	0.3176966988
965	0.3176685315
966	0.3176291181
967	0.3176070891
968	0.3175999575
969	0.3175848595
970	0.3175628125
971	0.3175558436
972	0.3175473272
973	0.3175271827
974	0.3175217319
975	0.3175009405
976	0.3174824873
977	0.3174665515
978	0.3174425069
979	0.3174296226
980	0.3174143484
981	0.317391783
982	0.3173782116
983	0.3173628921
984	0.3173493146
985	0.3173409608
986	0.3173234208
987	0.317315144
988	0.3173036597
989	0.3172815827
990	0.3172665872
991	0.317227267
992	0.3172222344
993	0.3172084106
994	0.3172002058
995	0.3171933437
996	0.3171823951
997	0.3171675077
998	0.3171591294
999	0.3171415265
